3,1,500,30,0.02,1000
0.744600,0.590297,0.249457,0,
0.009793,0.946209,0.019771,1,
0.887229,0.231311,0.900394,0,
0.361862,0.467170,0.278898,0,
0.931630,0.124466,0.431112,0,
0.465103,0.339981,0.587584,0,
0.791976,0.815001,0.991116,0,
0.784705,0.134332,0.110712,0,
0.585826,0.747456,0.188973,0,
0.486677,0.884756,0.857571,0,
0.467652,0.192133,0.488294,0,
0.383383,0.686830,0.040103,0,
0.742538,0.160391,0.274864,0,
0.519258,0.418913,0.353996,0,
0.002423,0.897667,0.912016,0,
0.639545,0.485774,0.931569,0,
0.294354,0.336783,0.634166,0,
0.671688,0.207401,0.603690,0,
0.854690,0.317190,0.360540,0,
0.971790,0.174640,0.279942,0,
0.827052,0.097217,0.428367,0,
0.488309,0.771230,0.825480,0,
0.114371,0.985841,0.649139,0,
0.253786,0.312036,0.003874,1,
0.343141,0.097864,0.032215,1,
0.723992,0.764165,0.923531,0,
0.575511,0.980197,0.379837,0,
0.698151,0.996281,0.979988,0,
0.584878,0.606770,0.494846,0,
0.163765,0.221916,0.891060,0,
0.474623,0.250998,0.340642,0,
0.411173,0.023654,0.677340,0,
0.599200,0.869765,0.556026,0,
0.366976,0.904292,0.979630,0,
0.435750,0.100596,0.705262,0,
0.288842,0.085857,0.738231,0,
0.657209,0.824901,0.407975,0,
0.990211,0.836533,0.569464,0,
0.363813,0.346358,0.107354,1,
0.657791,0.828515,0.961453,0,
0.038167,0.775275,0.326210,0,
0.797391,0.607191,0.087316,0,
0.013155,0.236174,0.144506,1,
0.040485,0.265238,0.848320,0,
0.942329,0.945347,0.274182,0,
0.746579,0.018482,0.554132,0,
0.970609,0.864113,0.053508,0,
0.624770,0.098711,0.350324,0,
0.961257,0.654591,0.052931,0,
0.336092,0.447507,0.148619,1,
0.719508,0.499025,0.835381,0,
0.450223,0.614084,0.158193,0,
0.317368,0.142391,0.804939,0,
0.805277,0.608215,0.196754,0,
0.705861,0.492383,0.737079,0,
0.165108,0.308502,0.569254,0,
0.388744,0.104433,0.051341,1,
0.649911,0.898703,0.195147,0,
0.903488,0.100666,0.848957,0,
0.386091,0.603362,0.294845,0,
0.513346,0.243989,0.665173,0,
0.946861,0.229642,0.425768,0,
0.654002,0.082166,0.360360,0,
0.953899,0.276617,0.917856,0,
0.485077,0.268779,0.751469,0,
0.523747,0.029744,0.147850,1,
0.192783,0.306303,0.203510,1,
0.442675,0.933932,0.062824,0,
0.751839,0.493450,0.954372,0,
0.741897,0.658958,0.427500,0,
0.491324,0.889408,0.813129,0,
0.866301,0.544846,0.651788,0,
0.717280,0.912165,0.049913,0,
0.485673,0.419518,0.589580,0,
0.976634,0.280367,0.033070,0,
0.418487,0.762567,0.414223,0,
0.985098,0.830335,0.635933,0,
0.816322,0.701877,0.439639,0,
0.054514,0.496140,0.116588,1,
0.400740,0.700604,0.004558,0,
0.694873,0.522648,0.695504,0,
0.209374,0.174774,0.266875,1,
0.000870,0.430121,0.261937,1,
0.029863,0.520540,0.226116,1,
0.255504,0.010407,0.828604,0,
0.073408,0.628950,0.084627,1,
0.053285,0.366951,0.422178,1,
0.330074,0.907548,0.379106,0,
0.006600,0.223789,0.921246,0,
0.431795,0.619637,0.179281,0,
0.284686,0.902062,0.405304,0,
0.019501,0.872944,0.417498,0,
0.029809,0.505521,0.555496,0,
0.463762,0.390723,0.001929,1,
0.715106,0.102713,0.498278,0,
0.488593,0.795808,0.691490,0,
0.615914,0.023189,0.717689,0,
0.173977,0.741625,0.723401,0,
0.951637,0.112972,0.202671,0,
0.154618,0.408360,0.557765,0,
0.227509,0.392381,0.314127,1,
0.344757,0.672162,0.714091,0,
0.538168,0.100709,0.095632,1,
0.236018,0.102599,0.446506,1,
0.531437,0.371628,0.248038,0,
0.119187,0.807408,0.610042,0,
0.123248,0.831988,0.857290,0,
0.586048,0.516157,0.243315,0,
0.248715,0.170786,0.914344,0,
0.257096,0.673354,0.315591,0,
0.673305,0.934853,0.700677,0,
0.583104,0.396086,0.493029,0,
0.818805,0.110170,0.404953,0,
0.319696,0.425838,0.730119,0,
0.538720,0.253848,0.206987,1,
0.416945,0.486672,0.503669,0,
0.683370,0.506999,0.995081,0,
0.902160,0.801992,0.208394,0,
0.163589,0.950498,0.167199,0,
0.908086,0.794038,0.127449,0,
0.858255,0.203880,0.398650,0,
0.308516,0.723944,0.222698,0,
0.301508,0.267879,0.742351,0,
0.368310,0.292930,0.214959,1,
0.217659,0.243273,0.254742,1,
0.628589,0.930502,0.275292,0,
0.605042,0.449843,0.701276,0,
0.312282,0.819281,0.687148,0,
0.901808,0.900270,0.689382,0,
0.793378,0.354835,0.646371,0,
0.259475,0.084909,0.656332,0,
0.655023,0.166616,0.493676,0,
0.222733,0.346094,0.715879,0,
0.948898,0.749806,0.115984,0,
0.991619,0.813306,0.072042,0,
0.990812,0.541395,0.916774,0,
0.309312,0.763169,0.736745,0,
0.137012,0.900230,0.846458,0,
0.169670,0.392428,0.039002,1,
0.561629,0.071425,0.242153,1,
0.688889,0.349499,0.938111,0,
0.944923,0.229738,0.008138,0,
0.684355,0.157653,0.057766,1,
0.527076,0.704571,0.602751,0,
0.274916,0.825709,0.090823,0,
0.731128,0.344466,0.282298,0,
0.464037,0.790380,0.170178,0,
0.768493,0.680750,0.543836,0,
0.840719,0.762892,0.874202,0,
0.170719,0.673493,0.116864,1,
0.354463,0.792151,0.026603,0,
0.843161,0.106501,0.849045,0,
0.259674,0.628893,0.542179,0,
0.111626,0.181170,0.567541,1,
0.449318,0.405230,0.852332,0,
0.044482,0.275164,0.855526,0,
0.096439,0.299195,0.545623,1,
0.531451,0.240875,0.711081,0,
0.417804,0.711460,0.099823,0,
0.788962,0.452224,0.872754,0,
0.994695,0.271274,0.066514,0,
0.482161,0.783479,0.230893,0,
0.937375,0.126221,0.991694,0,
0.335296,0.912824,0.518362,0,
0.575621,0.399049,0.550401,0,
0.114583,0.140974,0.763871,0,
0.887108,0.349264,0.794617,0,
0.908233,0.390198,0.533944,0,
0.793695,0.787389,0.646884,0,
0.651027,0.338614,0.253613,0,
0.327693,0.044481,0.130911,1,
0.383177,0.034272,0.828052,0,
0.715782,0.811464,0.465780,0,
0.921576,0.533663,0.668769,0,
0.102320,0.040963,0.453324,1,
0.932298,0.857174,0.632314,0,
0.641705,0.808331,0.905065,0,
0.312160,0.715867,0.907634,0,
0.788602,0.575476,0.178554,0,
0.310994,0.519684,0.699641,0,
0.009085,0.097825,0.944220,0,
0.643597,0.963398,0.780436,0,
0.258570,0.186733,0.550731,1,
0.198981,0.143616,0.464034,1,
0.311759,0.911759,0.433003,0,
0.534751,0.460169,0.800340,0,
0.807582,0.368863,0.244043,0,
0.716787,0.020186,0.175606,1,
0.525993,0.194207,0.752873,0,
0.947531,0.296910,0.804880,0,
0.622385,0.554337,0.160642,0,
0.049341,0.289996,0.354411,1,
0.913284,0.307092,0.866240,0,
0.147635,0.413486,0.863342,0,
0.928876,0.552636,0.897951,0,
0.035799,0.304876,0.131479,1,
0.460926,0.685615,0.477972,0,
0.015942,0.013335,0.684324,1,
0.749720,0.076408,0.434972,0,
0.395243,0.492493,0.046711,1,
0.027221,0.055888,0.046500,1,
0.887302,0.226904,0.986530,0,
0.835796,0.007147,0.607741,0,
0.590719,0.484612,0.788098,0,
0.936288,0.465177,0.629763,0,
0.104794,0.656833,0.958244,0,
0.267668,0.528606,0.047357,1,
0.349754,0.134581,0.464898,1,
0.311950,0.659676,0.695481,0,
0.707004,0.034507,0.426280,0,
0.664423,0.409168,0.186744,0,
0.584232,0.930528,0.405897,0,
0.740473,0.557740,0.141715,0,
0.924914,0.297843,0.671491,0,
0.940848,0.222393,0.718513,0,
0.001892,0.001645,0.682147,1,
0.557344,0.600238,0.061236,0,
0.586335,0.929326,0.654706,0,
0.302929,0.892634,0.908327,0,
0.952173,0.359533,0.419000,0,
0.363793,0.565968,0.379667,0,
0.200291,0.400300,0.178648,1,
0.718043,0.367389,0.205696,0,
0.834713,0.318687,0.078936,0,
0.940942,0.399422,0.774666,0,
0.310481,0.715152,0.755380,0,
0.467232,0.916280,0.251161,0,
0.278021,0.980935,0.949070,0,
0.437943,0.565625,0.980547,0,
0.093764,0.084514,0.003994,1,
0.533574,0.889070,0.326080,0,
0.548476,0.962854,0.701339,0,
0.011959,0.875796,0.761816,0,
0.454509,0.395480,0.740096,0,
0.880822,0.609230,0.475750,0,
0.054782,0.552240,0.117769,1,
0.957296,0.898212,0.519698,0,
0.896864,0.601656,0.762123,0,
0.253508,0.831584,0.671241,0,
0.828026,0.070385,0.779280,0,
0.246445,0.008061,0.077290,1,
0.395060,0.344363,0.321393,0,
0.671582,0.365721,0.428226,0,
0.584034,0.157811,0.756045,0,
0.573973,0.165379,0.091567,1,
0.792427,0.725371,0.963447,0,
0.117844,0.442903,0.602811,0,
0.602589,0.530476,0.946701,0,
0.748038,0.577913,0.184242,0,
0.987085,0.813116,0.389399,0,
0.684296,0.043583,0.383719,0,
0.529166,0.610416,0.655583,0,
0.069556,0.784774,0.663032,0,
0.082042,0.713970,0.763252,0,
0.770445,0.936957,0.062430,0,
